date,product_id,quantity,sales
2022-05-30,P062,2.0,5536.5
,,10.0,5986.17
,P033,10.0,2617.14
2022-02-10,P087,4.0,735.21
2022-12-15,P052,5.0,2008.92
2022-03-02,P047,2.0,
2022-03-12,P030,3.0,515.85
2022-11-30,P085,5.0,3598.2
2022-09-12,P080,10.0,4850.64
2022-09-13,P099,,680.91
2022-07-19,P040,3.0,8764.2
2022-08-18,P045,9.0,1578.99
2022-03-30,P037,10.0,3902.24
2022-04-22,P031,4.0,393.22
2022-09-05,P071,4.0,931.6
,P072,10.0,903.4
2022-12-28,P096,5.0,641.16
2022-10-31,,,528.89
2022-12-15,P083,7.0,559.1
2022-10-28,P077,4.0,5511.18
2022-08-17,P034,8.0,1226.28
2022-10-01,P074,1.0,1093.66
2022-01-03,P008,6.0,951.84
2022-04-13,P066,1.0,
2022-12-02,P036,10.0,808.15
,,4.0,2236.4
2022-05-01,P023,9.0,2141.48
2022-01-10,P003,10.0,6965.8
2022-04-21,P069,4.0,741.88
2022-09-30,,6.0,
2022-11-04,P046,9.0,2905.11
2022-02-15,P076,9.0,974.2
2022-09-30,,10.0,3637.98
2022-09-29,P087,8.0,1225.35
2022-03-31,P050,4.0,294.74
2022-01-20,P073,,257.44
,P083,1.0,2795.5
2022-02-17,P075,9.0,
2022-02-17,P062,7.0,1660.95
2022-08-04,P033,,3489.52
2022-12-22,P062,4.0,
2022-09-14,P065,2.0,3129.39
2022-05-02,P089,10.0,1590.57
2022-03-23,P030,,309.51
2022-02-17,P022,9.0,3476.85
2022-12-14,P007,4.0,
2022-11-18,P037,7.0,2438.9
2022-06-06,P009,2.0,2374.36
2022-05-18,P037,1.0,3414.46
2022-03-30,P033,1.0,2617.14
2022-02-08,P079,10.0,
2022-01-01,P054,6.0,6068.72
2022-11-06,,7.0,
2022-10-01,P011,4.0,1965.81
2022-09-18,P080,10.0,4850.64
2022-09-26,P061,3.0,1270.82
,P005,3.0,
2022-01-23,P036,,808.15
2022-12-18,P017,3.0,1479.3
2022-01-05,P011,1.0,1965.81
2022-04-18,P058,6.0,3702.23
2022-05-26,P048,3.0,3448.9
2022-10-13,P023,4.0,1070.74
2022-11-01,P056,,
2022-07-20,P004,5.0,3307.23
2022-12-20,,5.0,205.32
2022-06-01,P022,9.0,1390.74
,,2.0,8081.5
2022-02-09,P094,3.0,1458.87
2022-12-09,P050,,1473.7
2022-12-04,P017,8.0,1972.4
2022-06-13,P074,,4374.64
2022-04-19,P084,7.0,7798.08
2022-04-19,P004,9.0,1102.41
2022-09-03,,9.0,2172.9
2022-02-13,P099,1.0,5447.28
2022-09-25,P033,2.0,2617.14
2022-01-19,P090,9.0,2593.8
2022-03-24,P088,8.0,4983.44
2022-11-05,P051,3.0,1982.36
2022-10-26,P001,3.0,480.6
2022-05-06,P067,,3659.12
2022-12-10,P098,10.0,1516.08
,P062,7.0,4429.2
2022-05-27,P030,5.0,1031.7
2022-08-09,P014,3.0,5432.76
2022-11-24,P065,,2433.97
2022-06-19,P010,4.0,4106.95
2022-09-25,P027,1.0,54.77
2022-02-06,P079,10.0,6547.8
2022-06-11,P077,4.0,1837.06
2022-12-29,P028,6.0,
2022-10-14,,4.0,914.44
2022-06-17,P026,9.0,916.76
2022-06-21,P077,3.0,4592.65
2022-01-15,P059,6.0,2039.16
2022-09-06,P061,1.0,635.41
2022-05-04,P007,1.0,3486.9
2022-01-12,P094,,2431.45
2022-08-24,P054,7.0,2600.88
2022-06-21,P017,,246.55
2022-01-02,P060,,3185.37
2022-09-12,P053,2.0,309.53
,P097,3.0,7288.38
,P022,5.0,
2022-02-22,P004,,
2022-10-21,P082,5.0,1473.8
2022-09-16,P093,7.0,5475.33
2022-11-02,P071,8.0,465.8
,,5.0,
2022-02-23,P038,1.0,1847.85
2022-05-08,P088,4.0,1868.79
2022-02-06,,2.0,1479.3
,P062,1.0,4429.2
2022-01-27,P026,,458.38
,P028,8.0,6286.14
2022-10-18,P013,9.0,342.2
2022-12-14,P059,3.0,509.79
2022-06-28,,2.0,4877.8
2022-01-19,,10.0,2435.5
2022-05-10,P028,9.0,2095.38
,P017,,1725.85
2022-11-13,P046,2.0,
2022-11-01,P053,2.0,2785.77
2022-10-20,P024,,1659.12
2022-03-04,P008,7.0,2379.6
2022-01-08,P005,6.0,
2022-07-10,P049,7.0,3575.36
2022-02-11,P009,9.0,4155.13
2022-04-15,P093,7.0,4258.59
2022-01-27,P097,4.0,1619.64
2022-02-28,P054,,4334.8
2022-10-05,P013,7.0,479.08
2022-10-01,P058,3.0,3173.34
2022-10-26,P053,2.0,2785.77
,P070,8.0,3330.92
2022-02-02,P082,7.0,1473.8
2022-11-24,P023,9.0,535.37
2022-01-31,P064,7.0,6117.39
,P061,10.0,
2022-12-27,P019,9.0,
2022-12-25,P003,10.0,696.58
2022-10-08,P001,5.0,961.2
2022-10-03,P022,8.0,2781.48
2022-03-31,P036,2.0,1616.3
2022-07-13,P001,1.0,1682.1
2022-11-25,P032,,2600.12
2022-01-24,P046,5.0,3227.9
2022-04-28,P049,1.0,
2022-01-23,P073,8.0,96.54
2022-12-07,P063,1.0,5905.48
2022-04-22,,7.0,2924.28
2022-01-06,P036,1.0,8081.5
2022-11-14,P060,8.0,1061.79
,P009,3.0,4748.72
2022-05-30,P096,8.0,1282.32
2022-02-11,P073,,64.36
2022-04-20,P062,1.0,553.65
2022-02-07,P038,5.0,3326.13
2022-05-12,P008,5.0,3331.44
2022-08-07,P001,6.0,961.2
2022-04-16,P074,5.0,546.83
2022-10-22,P042,,1347.75
2022-06-20,,8.0,3111.52
2022-09-15,P084,6.0,6823.32
2022-10-13,P020,10.0,3557.4
2022-04-19,P080,6.0,3031.65
2022-03-03,P098,2.0,3790.2
2022-02-27,,5.0,4928.34
2022-01-21,P074,1.0,5468.3
2022-05-06,P084,,8772.84
2022-03-29,P038,5.0,
2022-09-16,P029,3.0,4667.28
2022-10-31,P063,8.0,843.64
2022-03-08,P079,2.0,1870.8
2022-03-26,P089,4.0,4241.52
2022-03-24,P004,4.0,2572.29
2022-12-14,P022,7.0,2781.48
2022-07-16,P005,,3828.08
2022-11-20,P090,10.0,2593.8
2022-04-20,P047,10.0,8381.07
2022-02-21,P078,9.0,1810.75
2022-11-09,P034,4.0,6131.4
2022-12-07,P030,4.0,
2022-01-11,P089,8.0,2650.95
2022-02-20,P019,4.0,3612.04
2022-01-02,,8.0,707.86
2022-09-04,P014,5.0,1810.92
2022-02-19,P080,4.0,1818.99
2022-06-28,P009,10.0,1187.18
2022-11-30,P098,9.0,2274.12
2022-12-19,P003,3.0,4179.48
2022-12-27,P026,10.0,1375.14
2022-09-09,P074,4.0,4921.47
2022-02-25,P099,7.0,5447.28
2022-02-03,P055,2.0,7010.2
2022-12-16,P044,9.0,5820.21
,P041,6.0,2743.32
2022-10-03,P078,4.0,362.15
2022-05-29,P088,2.0,2491.72
,P041,3.0,3657.76
2022-08-29,P095,3.0,1810.04
2022-02-28,P059,9.0,1529.37
2022-05-22,P023,1.0,5353.7
2022-08-04,,7.0,205.32
2022-09-05,P081,6.0,4228.14
2022-02-19,P043,,6668.76
2022-09-19,,,1169.5
2022-07-29,P028,1.0,5587.68
2022-06-29,P094,8.0,3404.03
2022-04-16,,,1555.76
2022-08-21,P012,8.0,584.75
2022-02-14,,3.0,4886.7
2022-07-04,P094,,4376.61
,P060,,1769.65
2022-06-19,,4.0,1613.79
2022-11-21,P005,,1914.04
2022-02-08,P009,9.0,5935.9
2022-02-05,P010,1.0,5749.73
2022-04-17,P063,9.0,1687.28
2022-06-11,P010,5.0,6571.12
2022-05-24,,4.0,3900.18
2022-06-27,P057,8.0,4271.19
2022-08-23,P032,1.0,1950.09
2022-08-24,P034,10.0,3678.84
2022-12-27,P044,6.0,1293.38
2022-11-20,P027,3.0,219.08
2022-03-16,P097,2.0,6478.56
2022-12-11,P039,1.0,823.28
2022-05-18,P029,6.0,3111.52
,P083,1.0,2795.5
2022-11-02,P063,10.0,5061.84
2022-01-14,P017,9.0,986.2
2022-11-06,P006,8.0,3017.08
2022-11-20,P087,5.0,735.21
2022-06-29,,8.0,1617.3
2022-11-28,P023,,2676.85
,P061,10.0,3177.05
,P015,4.0,2151.72
2022-03-20,,4.0,1520.67
2022-04-05,P052,7.0,
2022-10-07,P071,1.0,931.6
2022-10-05,P044,9.0,3233.45
2022-01-26,,2.0,412.68
2022-03-06,P090,8.0,8646.0
2022-12-16,P082,8.0,1473.8
2022-03-02,P023,2.0,535.37
2022-05-10,P069,6.0,4451.28
,P042,9.0,
2022-05-01,P006,2.0,754.27
2022-01-10,P041,,4114.98
2022-12-11,,3.0,4562.01
,P082,10.0,1473.8
2022-03-13,P051,5.0,
2022-02-03,P030,2.0,722.19
2022-05-08,P087,5.0,1470.42
2022-02-02,P017,3.0,246.55
2022-02-21,P061,5.0,5718.69
2022-01-16,P079,6.0,7483.2
2022-06-02,P088,7.0,5606.37
2022-12-14,P016,9.0,3531.9
2022-12-21,P032,,6500.3
2022-02-14,P027,8.0,383.39
2022-05-03,P032,2.0,3250.15
2022-08-23,P005,8.0,2871.06
2022-03-07,P097,8.0,7288.38
2022-04-11,P006,4.0,3017.08
2022-04-26,P010,1.0,4106.95
2022-12-17,P093,5.0,4258.59
,P094,4.0,3404.03
2022-05-20,P036,5.0,5657.05
2022-12-12,P007,,
2022-04-11,P057,3.0,3050.85
2022-03-20,P069,1.0,2967.52
2022-12-05,P026,,229.19
2022-09-29,P094,1.0,3404.03
,P058,5.0,1057.78
2022-11-04,,4.0,4469.2
2022-06-19,,1.0,1738.55
,P043,3.0,952.68
2022-03-19,P026,1.0,1604.33
2022-03-04,P078,8.0,
2022-05-28,P019,6.0,3612.04
2022-07-20,P093,4.0,4866.96
2022-07-10,P056,5.0,1954.68
2022-11-06,P044,10.0,3233.45
,,10.0,451.14
2022-02-25,P071,6.0,931.6
2022-01-02,P093,3.0,3650.22
2022-10-20,P056,5.0,4886.7
2022-11-10,,6.0,62.28
2022-06-24,P056,5.0,3420.69
2022-05-10,P089,1.0,1590.57
,P055,6.0,2103.06
2022-01-03,P031,3.0,1572.88
,P010,9.0,1642.78
2022-05-09,P014,8.0,2716.38
,,5.0,
2022-10-11,P018,10.0,1360.95
2022-03-19,P027,1.0,328.62
2022-06-25,P098,10.0,
2022-08-14,P052,5.0,1004.46
2022-06-28,,,734.94
2022-03-24,P092,3.0,646.22
2022-12-25,P029,7.0,7000.92
2022-01-06,P088,6.0,3114.65
2022-09-03,P055,1.0,2804.08
2022-05-09,P039,5.0,1440.74
2022-12-07,P016,,2119.14
2022-04-25,P077,9.0,1837.06
2022-08-20,P069,2.0,7418.8
2022-10-30,P058,6.0,4760.01
2022-12-01,P058,9.0,4760.01
2022-12-10,,3.0,823.28
2022-03-26,,10.0,1868.79
2022-09-29,P033,3.0,3053.33
2022-10-19,P003,3.0,5572.64
2022-09-11,P030,6.0,928.53
2022-11-30,P042,7.0,539.1
2022-10-01,P066,6.0,196.7
2022-08-04,P057,3.0,5491.53
2022-09-10,,5.0,8149.14
2022-11-12,P067,8.0,6403.46
2022-01-13,P056,8.0,4398.03
,P044,1.0,5173.52
2022-05-23,P007,6.0,4881.66
2022-08-20,P000,5.0,1122.88
2022-07-22,P018,6.0,4082.85
2022-10-25,,6.0,
2022-10-26,P008,1.0,951.84
2022-02-21,P017,1.0,739.65
2022-02-05,P077,8.0,4592.65
2022-03-31,,1.0,3111.52
2022-02-01,P021,1.0,9341.5
2022-06-10,P039,7.0,1646.56
2022-07-01,P054,6.0,4334.8
2022-09-16,P082,10.0,
2022-06-14,P095,8.0,4072.59
2022-11-01,P003,6.0,1393.16
,P036,,4040.75
2022-03-16,P080,10.0,4244.31
,P049,7.0,5363.04
2022-11-29,,,2476.24
2022-04-18,P018,5.0,907.3
2022-08-28,P060,,
,P012,8.0,3508.5
2022-09-16,P019,,1806.02
2022-05-03,P037,10.0,487.78
2022-01-14,P013,6.0,273.76
2022-05-21,P088,9.0,3737.58
2022-07-06,P056,1.0,3420.69
2022-01-09,P074,,2187.32
2022-11-09,P007,6.0,4881.66
2022-11-20,P035,3.0,2027.56
2022-06-06,,7.0,93.42
2022-07-05,P022,1.0,5562.96
2022-04-04,P076,3.0,4383.9
2022-05-23,P039,3.0,1234.92
2022-07-06,,2.0,3032.16
,P094,10.0,3404.03
2022-04-12,P024,2.0,
2022-10-04,P099,2.0,6809.1
2022-01-21,P094,7.0,1458.87
2022-02-11,P085,8.0,7196.4
2022-11-09,P017,6.0,493.1
2022-11-14,P069,3.0,5193.16
2022-09-18,P083,1.0,1397.75
2022-03-03,P063,6.0,2530.92
2022-11-28,P004,6.0,367.47
2022-05-14,P009,8.0,2967.95
2022-06-20,P052,5.0,3348.2
2022-04-12,P077,2.0,6429.71
2022-05-12,P001,4.0,1682.1
,,4.0,4548.24
,P040,3.0,6816.6
2022-01-18,P018,5.0,3175.55
2022-12-20,P077,8.0,7348.24
2022-04-03,P051,,2973.54
2022-10-05,P096,1.0,2885.22
,P022,5.0,1390.74
2022-03-09,P015,10.0,1613.79
2022-05-21,P069,10.0,2225.64
2022-11-05,P078,7.0,1448.6
2022-10-23,P083,4.0,2236.4
2022-10-10,P067,5.0,914.78
2022-11-19,P036,,1616.3
,P098,8.0,6822.36
,P054,2.0,866.96
2022-04-22,P083,1.0,2515.95
2022-01-21,P044,5.0,3880.14
2022-10-14,P014,3.0,1810.92
2022-08-01,P065,3.0,3477.1
2022-10-22,P003,,3482.9
2022-05-27,P009,,593.59
2022-04-06,P005,8.0,2871.06
2022-05-05,P077,6.0,7348.24
2022-01-02,P010,10.0,7392.51
2022-08-30,P096,9.0,1923.48
2022-03-26,P099,5.0,3404.55
2022-05-09,,10.0,9312.3
2022-02-17,P013,3.0,684.4
,P033,,2180.95
2022-05-03,P047,5.0,
2022-10-16,P079,6.0,8418.6
2022-09-27,P074,10.0,
2022-06-16,P090,3.0,3458.4
2022-09-03,P037,2.0,2438.9
2022-05-24,P063,8.0,8436.4
2022-05-13,P046,3.0,645.58
2022-02-03,,3.0,5820.21
2022-10-04,P018,6.0,2721.9
,P033,2.0,3925.71
2022-05-19,P038,1.0,739.14
2022-03-26,P020,9.0,592.9
,P086,6.0,
2022-08-26,P068,8.0,594.38
2022-03-25,P043,10.0,2858.04
2022-03-26,P083,3.0,2515.95
,P035,2.0,1520.67
2022-08-23,,6.0,
2022-06-09,P037,5.0,1463.34
2022-05-28,P053,8.0,2476.24
2022-08-02,P050,9.0,2357.92
2022-04-15,P040,7.0,4869.0
2022-05-04,P076,4.0,2435.5
2022-11-06,P040,3.0,9738.0
2022-05-23,P006,4.0,4525.62
2022-07-19,P077,4.0,3674.12
2022-04-20,P027,7.0,492.93
2022-04-16,P051,8.0,991.18
2022-06-14,P005,4.0,5742.12
,P095,8.0,
2022-10-05,P007,9.0,2092.14
2022-09-18,P076,7.0,2922.6
2022-12-24,P092,7.0,4523.54
2022-04-11,P052,,3348.2
2022-05-16,,6.0,3111.52
2022-01-16,P016,1.0,1412.76
,P042,6.0,539.1
2022-09-24,P029,2.0,7778.8
2022-06-14,P032,1.0,2600.12
2022-08-24,P048,2.0,4138.68
2022-02-08,P094,5.0,1458.87
2022-11-22,P020,5.0,4150.3
2022-03-06,P008,,4283.28
,P076,6.0,4871.0
2022-01-10,,10.0,6539.05
2022-02-11,P029,3.0,
2022-07-05,P049,6.0,3575.36
2022-03-25,P093,1.0,5475.33
2022-08-18,,2.0,2465.5
2022-01-21,P022,6.0,695.37
2022-10-14,P032,,5200.24
2022-05-30,P072,3.0,903.4
,P017,3.0,1725.85
2022-08-28,P072,8.0,542.04
2022-01-10,P084,6.0,8772.84
2022-05-31,P057,3.0,610.17
2022-12-26,P000,5.0,
2022-04-17,P072,7.0,1084.08
2022-12-02,P094,7.0,1458.87
2022-03-22,P011,1.0,3931.62
2022-02-27,P013,10.0,684.4
2022-04-10,,3.0,7929.44
2022-06-27,P034,5.0,5518.26
2022-05-25,,7.0,530.19
2022-10-05,P073,2.0,96.54
2022-05-24,P042,7.0,1347.75
2022-03-27,P084,1.0,974.76
2022-05-31,P027,7.0,273.85
2022-05-19,P090,9.0,6916.8
2022-01-07,P082,1.0,294.76
2022-01-23,P068,5.0,1188.76
2022-05-28,P054,9.0,7802.64
,P047,5.0,8381.07
2022-02-21,P051,4.0,2973.54
2022-11-17,P025,8.0,
,P006,4.0,5279.89
2022-12-30,P028,2.0,1396.92
2022-02-28,P027,10.0,54.77
,P099,,5447.28
2022-12-23,P055,3.0,7010.2
,P058,2.0,
,P031,9.0,3538.98
2022-05-02,P031,,786.44
2022-06-01,P031,8.0,3932.2
2022-04-12,P050,,294.74
2022-08-27,P066,10.0,275.38
2022-10-05,P086,3.0,83.04
2022-07-09,,3.0,3280.98
2022-09-23,,10.0,414.78
2022-09-07,P069,,7418.8
2022-01-19,P014,7.0,905.46
2022-07-03,P018,8.0,4082.85
2022-07-24,P091,6.0,7043.52
2022-10-20,P016,,1765.95
2022-07-03,P007,7.0,4184.28
2022-08-30,P034,6.0,4291.98
,P092,6.0,
2022-07-18,P011,7.0,5242.16
2022-10-24,P061,10.0,5083.28
2022-03-23,P013,5.0,273.76
2022-02-27,P060,2.0,707.86
2022-06-04,P083,8.0,1956.85
2022-04-20,P004,10.0,
2022-02-12,P062,10.0,4429.2
2022-07-20,P046,8.0,968.37
2022-11-04,,1.0,6117.39
2022-01-14,P070,5.0,2498.19
2022-02-15,P074,9.0,
2022-06-13,P032,2.0,1950.09
2022-01-20,P003,2.0,4179.48
2022-10-29,P012,5.0,2339.0
,P010,6.0,
2022-01-01,P063,2.0,8436.4
2022-06-04,,8.0,136.88
2022-08-18,P020,,1185.8
,P023,,4818.33
2022-03-21,P095,6.0,2715.06
,P066,2.0,196.7
2022-02-10,P061,4.0,3812.46
2022-05-22,P076,8.0,1948.4
2022-04-19,P012,,1169.5
2022-02-04,P063,5.0,1687.28
2022-06-04,P076,2.0,4871.0
2022-03-26,P088,5.0,1245.86
2022-07-14,,,3181.14
2022-11-21,P001,1.0,2162.7
2022-02-14,P048,3.0,6897.8
2022-09-13,P019,10.0,1806.02
2022-04-12,P064,5.0,3398.55
2022-12-15,P017,5.0,2218.95
,,7.0,866.96
2022-11-19,P055,7.0,
2022-07-24,P022,9.0,5562.96
2022-02-19,,5.0,
2022-04-24,P054,3.0,1733.92
2022-06-19,P025,1.0,5986.17
2022-01-03,,,1107.3
2022-10-25,P041,7.0,1371.66
2022-02-16,P095,6.0,452.51
2022-08-05,P063,,1687.28
2022-07-03,P039,2.0,1646.56
,P089,5.0,2120.76
2022-09-08,P054,6.0,5201.76
2022-06-16,P074,10.0,5468.3
2022-02-10,P023,,
2022-08-27,P081,6.0,4228.14
2022-03-08,P012,2.0,5847.5
2022-08-06,P076,5.0,3409.7
2022-01-03,P069,9.0,5193.16
2022-06-06,P084,8.0,5848.56
2022-01-27,P091,5.0,7043.52
2022-11-03,P017,9.0,1972.4
2022-09-19,P006,3.0,2262.81
,P040,5.0,2921.4
2022-03-05,P035,8.0,1013.78
2022-01-15,P066,,78.68
2022-02-14,P034,,6131.4
2022-03-25,P063,1.0,843.64
2022-01-02,P000,9.0,1403.6
2022-04-12,P009,1.0,5935.9
2022-02-09,P003,6.0,5572.64
2022-04-07,P088,8.0,4983.44
2022-06-01,,2.0,206.34
2022-12-30,P053,,
2022-03-27,P016,8.0,2472.33
,P028,6.0,4190.76
2022-04-19,P032,,3900.18
2022-02-14,P056,8.0,2443.35
2022-01-03,P024,6.0,2488.68
2022-08-13,P035,,3548.23
2022-03-31,,10.0,6547.8
2022-03-17,P081,8.0,1409.38
2022-08-06,P045,,2255.7
2022-09-08,P098,10.0,3790.2
2022-04-05,P034,1.0,613.14
2022-02-16,P037,5.0,4390.02
2022-05-24,P063,7.0,3374.56
2022-12-09,P076,3.0,4871.0
,P054,9.0,6935.68
2022-08-22,P009,7.0,2374.36
,P065,8.0,347.71
2022-09-01,P018,1.0,3629.2
2022-07-25,P051,2.0,7929.44
2022-06-27,P076,7.0,487.1
2022-10-23,,3.0,1479.3
2022-10-06,P008,3.0,475.92
2022-03-27,P069,6.0,741.88
2022-06-24,P020,8.0,5336.1
2022-05-16,P009,9.0,
2022-04-15,,5.0,2755.59
2022-04-12,P057,4.0,2440.68
2022-09-14,P093,2.0,
2022-03-26,P063,8.0,7592.76
2022-06-08,,6.0,7150.72
2022-04-15,P009,8.0,5935.9
2022-09-14,P078,,724.3
,P005,10.0,1914.04
2022-08-19,P082,5.0,884.28
2022-08-27,P015,5.0,3227.58
2022-11-23,P095,,3620.08
2022-07-06,P064,4.0,4757.97
2022-07-16,P056,8.0,3420.69
2022-04-03,P097,6.0,809.82
2022-02-06,P097,5.0,7288.38
2022-11-22,P018,8.0,3629.2
2022-04-05,P018,5.0,2268.25
2022-07-13,P011,7.0,1310.54
2022-02-13,P050,10.0,
2022-04-06,P035,2.0,5068.9
2022-08-18,P015,,1075.86
2022-05-11,P007,8.0,5579.04
2022-12-28,P080,,3031.65
2022-06-30,P050,7.0,
2022-08-14,,,5173.52
2022-08-29,P058,6.0,3702.23
2022-05-01,,,2650.95
2022-10-25,P015,9.0,4303.44
2022-04-19,P064,4.0,4757.97
2022-05-12,,,3741.6
2022-05-18,P023,3.0,3212.22
2022-12-05,P018,6.0,
2022-10-28,P071,2.0,558.96
2022-07-29,P083,9.0,
2022-12-04,P024,2.0,2903.46
,P001,5.0,2162.7
2022-01-07,P024,3.0,1244.34
2022-03-03,P003,8.0,3482.9
2022-05-03,P012,6.0,4093.25
2022-11-07,P064,9.0,5437.68
2022-10-25,P067,10.0,8233.02
2022-06-11,P081,7.0,4228.14
2022-01-10,P066,10.0,236.04
2022-12-08,P086,6.0,10.38
2022-10-13,P026,10.0,1145.95
2022-02-26,P000,3.0,140.36
2022-08-13,P078,6.0,
2022-01-30,P028,2.0,2793.84
2022-09-25,P024,1.0,2488.68
2022-11-02,P060,9.0,3539.3
2022-07-23,P096,6.0,1923.48
2022-02-24,P033,3.0,3053.33
,P029,8.0,3111.52
2022-02-03,P029,6.0,6223.04
2022-02-25,P008,7.0,3807.36
2022-04-21,P024,2.0,
2022-07-26,P099,6.0,1361.82
2022-12-07,P014,7.0,6338.22
2022-09-24,P016,4.0,1412.76
2022-04-02,P051,3.0,6938.26
2022-04-12,P083,5.0,1397.75
2022-02-10,P065,7.0,2086.26
2022-08-05,P006,3.0,3771.35
2022-08-10,P013,8.0,68.44
2022-09-08,P073,9.0,257.44
2022-04-02,P012,7.0,4093.25
2022-05-31,P018,8.0,4536.5
,P012,1.0,1169.5
2022-05-24,P007,5.0,4881.66
2022-03-31,P045,3.0,1353.42
2022-12-24,P089,10.0,3181.14
,P062,6.0,3875.55
2022-01-12,P021,9.0,5604.9
2022-06-23,P017,,2465.5
2022-08-03,P066,5.0,393.4
2022-07-25,P063,3.0,3374.56
2022-02-08,P036,2.0,5657.05
2022-07-24,,8.0,4928.34
2022-10-19,P054,4.0,2600.88
2022-12-19,,7.0,
2022-07-04,P018,7.0,453.65
2022-04-14,P093,8.0,608.37
2022-12-03,P067,1.0,8233.02
2022-07-24,P039,10.0,1646.56
2022-08-29,P012,10.0,584.75
2022-08-26,P015,6.0,1613.79
2022-11-26,P074,,1093.66
2022-12-14,P088,6.0,1868.79
2022-03-29,P036,6.0,
2022-04-18,P038,5.0,1108.71
2022-03-06,P043,1.0,3810.72
2022-03-15,P031,9.0,
2022-09-30,P063,7.0,6749.12
2022-12-22,P051,,8920.62
2022-06-08,P005,8.0,2871.06
2022-05-18,P060,,1415.72
2022-08-08,P022,3.0,2781.48
2022-02-25,P025,5.0,665.13
2022-11-07,P031,9.0,786.44
2022-05-11,P045,,1804.56
2022-09-03,P015,5.0,4841.37
2022-09-12,P019,8.0,9030.1
2022-04-18,P001,10.0,
,P030,1.0,928.53
2022-09-30,P048,3.0,2759.12
2022-04-08,P029,5.0,2333.64
2022-01-27,P058,8.0,4231.12
2022-08-01,,5.0,695.42
2022-07-09,P082,10.0,589.52
2022-06-03,P049,6.0,8938.4
2022-10-06,P082,9.0,589.52
2022-08-08,P063,10.0,3374.56
2022-11-30,,9.0,493.1
2022-06-14,P056,6.0,
2022-05-14,P099,10.0,3404.55
2022-08-22,P053,2.0,2166.71
2022-08-25,P099,,6809.1
2022-06-18,P002,5.0,3313.68
2022-04-09,P015,6.0,1075.86
2022-09-05,P000,6.0,1263.24
2022-06-12,P011,8.0,6552.7
2022-01-17,P067,6.0,8233.02
2022-02-11,P063,9.0,843.64
2022-05-26,,6.0,4572.2
2022-11-02,P093,2.0,4866.96
2022-12-15,P073,,225.26
2022-11-04,,3.0,479.08
2022-05-11,,4.0,393.4
2022-05-16,P051,9.0,991.18
2022-08-02,P018,7.0,907.3
2022-08-22,P075,10.0,7048.35
2022-01-16,P014,5.0,9054.6
2022-07-09,P071,2.0,558.96
2022-03-04,P072,8.0,722.72
2022-11-03,P018,9.0,907.3
2022-07-04,P072,5.0,1626.12
2022-12-10,P076,8.0,3896.8
,P003,5.0,4876.06
2022-02-11,P083,8.0,
2022-01-01,P063,6.0,6749.12
2022-11-10,P028,4.0,
2022-06-22,P016,1.0,3531.9
,P030,4.0,928.53
2022-06-21,P007,9.0,2789.52
2022-03-30,,9.0,2424.45
2022-01-16,,4.0,
,P064,6.0,3398.55
2022-01-23,P010,2.0,821.39
2022-03-08,P047,10.0,7449.84
2022-07-20,P059,7.0,1019.58
,P064,1.0,4757.97
2022-07-12,P097,1.0,7288.38
,,5.0,2793.84
,P083,5.0,1956.85
2022-10-24,P065,9.0,3477.1
,,3.0,3674.7
2022-08-18,P068,8.0,1783.14
2022-04-17,P019,,9030.1
2022-05-02,P054,7.0,8669.6
2022-04-24,P094,10.0,2431.45
2022-02-14,,2.0,2530.92
2022-03-02,P070,9.0,4996.38
2022-04-26,,10.0,3233.45
2022-11-07,P084,3.0,8772.84
2022-07-24,P093,6.0,5475.33
2022-05-29,P052,9.0,2343.74
,P045,10.0,2255.7
2022-01-27,P075,6.0,783.15
2022-07-19,P046,,
2022-09-13,P039,1.0,205.82
2022-03-05,P007,,1394.76
2022-11-08,P021,8.0,5604.9
2022-04-14,P077,2.0,3674.12
2022-09-14,P058,1.0,2644.45
2022-06-27,P080,2.0,606.33
2022-09-04,P005,8.0,3828.08
2022-05-25,,1.0,180.68
2022-12-02,P022,7.0,6953.7
2022-07-31,P055,8.0,4907.14
2022-10-20,P095,,4072.59
2022-02-17,P088,5.0,622.93
2022-11-30,P043,4.0,1905.36
2022-03-16,P034,10.0,4905.12
2022-04-20,,2.0,5536.5
2022-01-17,P029,5.0,2333.64
2022-11-22,P053,4.0,928.59
2022-08-31,,6.0,2743.32
2022-01-14,P043,7.0,3810.72
2022-03-20,P003,2.0,3482.9
2022-06-11,P029,3.0,3111.52
2022-04-16,P010,4.0,1642.78
2022-11-28,P033,3.0,1744.76
2022-07-20,P061,1.0,635.41
2022-11-12,P082,,1031.66
2022-07-01,P040,,
2022-03-01,P055,2.0,1402.04
2022-08-19,P021,7.0,
,,6.0,118.02
,P018,5.0,4536.5
2022-06-21,P067,7.0,914.78
2022-07-28,P077,4.0,2755.59
2022-03-29,P093,6.0,1216.74
2022-10-22,P007,3.0,5579.04
2022-08-08,P085,3.0,899.55
2022-03-17,,4.0,4258.59
2022-05-22,P089,1.0,2120.76
2022-11-01,P033,3.0,3489.52
2022-08-06,P060,5.0,353.93
2022-02-16,P018,10.0,3629.2
2022-04-20,P089,8.0,530.19
2022-06-24,P067,1.0,
2022-07-13,P054,6.0,5201.76
2022-12-28,P012,3.0,2923.75
2022-03-20,P047,3.0,9312.3
2022-02-15,P097,8.0,1619.64
2022-06-09,P094,3.0,2431.45
