project_name,employee_name,position,salary,budget,project_manager
Проект_84,Сотрудник_1013,Менеджер,57271,434635,Сотрудник_204
Проект_40,Сотрудник_1014,Аналитик,57520,737713,Сотрудник_177
Проект_13,Сотрудник_1015,Менеджер,102691,672979,Сотрудник_545
Проект_34,Сотрудник_1016,Тестировщик,108918,507683,Сотрудник_301
Проект_84,Сотрудник_1017,Разработчик,57100,434635,Сотрудник_204
Проект_98,Сотрудник_1018,Менеджер,59893,171475,Сотрудник_140
Проект_8,Сотрудник_1019,Аналитик,86509,282968,Сотрудник_895
Проект_35,Сотрудник_1020,Тестировщик,52708,122173,Сотрудник_716
Проект_27,Сотрудник_1021,Разработчик,93281,934999,Сотрудник_1329
Проект_29,Сотрудник_1022,Разработчик,108004,626671,Сотрудник_1990
Проект_100,Сотрудник_1023,Аналитик,100666,575981,Сотрудник_1736
Проект_92,Сотрудник_1024,Тестировщик,85523,585814,Сотрудник_1280
Проект_64,Сотрудник_1025,Аналитик,63408,983604,Сотрудник_1956
Проект_30,Сотрудник_1026,Аналитик,95722,968469,Сотрудник_595
Проект_73,Сотрудник_1027,Разработчик,112773,678024,Сотрудник_1570
Проект_45,Сотрудник_1028,Аналитик,68193,210454,Сотрудник_1979
Проект_4,Сотрудник_1029,Аналитик,103894,690245,Сотрудник_822
Проект_92,Сотрудник_1030,Тестировщик,61443,585814,Сотрудник_1280
Проект_83,Сотрудник_1031,Аналитик,118105,701270,Сотрудник_106
Проект_82,Сотрудник_1032,Разработчик,106621,748233,Сотрудник_1862
Проект_45,Сотрудник_1033,Разработчик,59116,210454,Сотрудник_1979
Проект_39,Сотрудник_1034,Разработчик,106779,565795,Сотрудник_843
Проект_86,Сотрудник_1035,Аналитик,55516,418678,Сотрудник_1417
Проект_12,Сотрудник_1036,Разработчик,77029,563731,Сотрудник_637
Проект_2,Сотрудник_1037,Менеджер,81568,123416,Сотрудник_1839
Проект_59,Сотрудник_1038,Тестировщик,119359,370986,Сотрудник_975
Проект_8,Сотрудник_1039,Аналитик,101429,282968,Сотрудник_895
Проект_66,Сотрудник_1040,Менеджер,99863,734011,Сотрудник_341
Проект_44,Сотрудник_1041,Разработчик,87979,197088,Сотрудник_98
Проект_54,Сотрудник_1042,Разработчик,110946,179402,Сотрудник_1709
Проект_29,Сотрудник_1043,Аналитик,96482,626671,Сотрудник_1990
Проект_17,Сотрудник_1044,Аналитик,114627,217276,Сотрудник_472
Проект_17,Сотрудник_1045,Аналитик,61184,217276,Сотрудник_472
Проект_94,Сотрудник_1046,Менеджер,80737,264355,Сотрудник_1535
Проект_7,Сотрудник_1047,Разработчик,80933,369831,Сотрудник_1148
Проект_89,Сотрудник_1048,Аналитик,117584,958441,Сотрудник_1005
Проект_36,Сотрудник_1049,Разработчик,66689,893845,Сотрудник_92
Проект_55,Сотрудник_1050,Тестировщик,108449,820056,Сотрудник_1643
Проект_7,Сотрудник_1051,Разработчик,116674,369831,Сотрудник_1148
Проект_65,Сотрудник_1052,Аналитик,77046,754662,Сотрудник_750
Проект_80,Сотрудник_1053,Разработчик,74008,297013,Сотрудник_859
Проект_2,Сотрудник_1054,Аналитик,55687,123416,Сотрудник_1839
Проект_89,Сотрудник_1055,Аналитик,57950,958441,Сотрудник_1005
Проект_29,Сотрудник_1056,Аналитик,91914,626671,Сотрудник_1990
Проект_61,Сотрудник_1057,Разработчик,68254,929971,Сотрудник_1743
Проект_87,Сотрудник_1058,Менеджер,78271,689437,Сотрудник_867
Проект_34,Сотрудник_1059,Менеджер,60886,507683,Сотрудник_301
Проект_19,Сотрудник_1060,Менеджер,111294,396884,Сотрудник_182
Проект_14,Сотрудник_1061,Аналитик,93845,694452,Сотрудник_145
Проект_19,Сотрудник_1062,Тестировщик,90050,396884,Сотрудник_182
Проект_76,Сотрудник_1063,Тестировщик,106500,743261,Сотрудник_1590
Проект_47,Сотрудник_1064,Аналитик,84629,548656,Сотрудник_1883
Проект_14,Сотрудник_1065,Тестировщик,83529,694452,Сотрудник_145
Проект_48,Сотрудник_1066,Аналитик,114337,323540,Сотрудник_1602
Проект_62,Сотрудник_1067,Тестировщик,75804,809822,Сотрудник_1546
Проект_22,Сотрудник_1068,Разработчик,66104,946640,Сотрудник_1784
Проект_57,Сотрудник_1069,Аналитик,93142,709320,Сотрудник_891
Проект_72,Сотрудник_1070,Тестировщик,59287,109137,Сотрудник_727
Проект_30,Сотрудник_1071,Аналитик,61932,968469,Сотрудник_595
Проект_77,Сотрудник_1072,Тестировщик,86646,312092,Сотрудник_36
Проект_81,Сотрудник_1073,Менеджер,59075,522430,Сотрудник_501
Проект_13,Сотрудник_1074,Тестировщик,81125,672979,Сотрудник_545
Проект_37,Сотрудник_1075,Менеджер,72642,290345,Сотрудник_954
Проект_82,Сотрудник_1076,Тестировщик,74048,748233,Сотрудник_1862
Проект_15,Сотрудник_1077,Менеджер,83671,427206,Сотрудник_435
Проект_72,Сотрудник_1078,Менеджер,89542,109137,Сотрудник_727
Проект_47,Сотрудник_1079,Тестировщик,106103,548656,Сотрудник_1883
Проект_98,Сотрудник_1080,Тестировщик,103754,171475,Сотрудник_140
Проект_50,Сотрудник_1081,Аналитик,58454,474629,Сотрудник_616
Проект_94,Сотрудник_1082,Аналитик,65911,264355,Сотрудник_1535
Проект_62,Сотрудник_1083,Тестировщик,66068,809822,Сотрудник_1546
Проект_78,Сотрудник_1084,Разработчик,94136,724686,Сотрудник_1055
Проект_8,Сотрудник_1085,Тестировщик,56780,282968,Сотрудник_895
Проект_41,Сотрудник_1086,Тестировщик,78925,939334,Сотрудник_1926
Проект_34,Сотрудник_1087,Тестировщик,99195,507683,Сотрудник_301
Проект_53,Сотрудник_1088,Разработчик,105981,615729,Сотрудник_447
Проект_12,Сотрудник_1089,Менеджер,97749,563731,Сотрудник_637
Проект_32,Сотрудник_1090,Аналитик,60342,436121,Сотрудник_1750
Проект_24,Сотрудник_1091,Менеджер,110871,962628,Сотрудник_243
Проект_92,Сотрудник_1092,Аналитик,69511,585814,Сотрудник_1280
Проект_83,Сотрудник_1093,Разработчик,52422,701270,Сотрудник_106
Проект_81,Сотрудник_1094,Разработчик,112764,522430,Сотрудник_501
Проект_92,Сотрудник_1095,Тестировщик,95591,585814,Сотрудник_1280
Проект_80,Сотрудник_1096,Разработчик,103039,297013,Сотрудник_859
Проект_76,Сотрудник_1097,Менеджер,55770,743261,Сотрудник_1590
Проект_1,Сотрудник_1098,Аналитик,101283,468446,Сотрудник_320
Проект_18,Сотрудник_1099,Тестировщик,119788,661734,Сотрудник_945
Проект_90,Сотрудник_1100,Менеджер,61832,330818,Сотрудник_1813
Проект_71,Сотрудник_1101,Менеджер,98114,139145,Сотрудник_313
Проект_3,Сотрудник_1102,Аналитик,79965,708634,Сотрудник_893
Проект_45,Сотрудник_1103,Разработчик,66311,210454,Сотрудник_1979
Проект_13,Сотрудник_1104,Тестировщик,75315,672979,Сотрудник_545
Проект_20,Сотрудник_1105,Тестировщик,92750,264373,Сотрудник_1566
Проект_7,Сотрудник_1106,Аналитик,112648,369831,Сотрудник_1148
Проект_88,Сотрудник_1107,Разработчик,92587,281410,Сотрудник_1232
Проект_13,Сотрудник_1108,Тестировщик,79144,672979,Сотрудник_545
Проект_21,Сотрудник_1109,Аналитик,78615,931791,Сотрудник_1868
Проект_46,Сотрудник_1110,Аналитик,101824,113218,Сотрудник_1227
Проект_38,Сотрудник_1111,Тестировщик,79490,761423,Сотрудник_1625
Проект_98,Сотрудник_1112,Тестировщик,65011,171475,Сотрудник_140
Проект_71,Сотрудник_1113,Аналитик,101893,139145,Сотрудник_313
Проект_70,Сотрудник_1114,Разработчик,75136,189200,Сотрудник_1192
Проект_87,Сотрудник_1115,Менеджер,91862,689437,Сотрудник_867
Проект_99,Сотрудник_1116,Разработчик,87445,465399,Сотрудник_1840
Проект_74,Сотрудник_1117,Разработчик,95521,796598,Сотрудник_719
Проект_19,Сотрудник_1118,Тестировщик,104735,396884,Сотрудник_182
Проект_78,Сотрудник_1119,Разработчик,78804,724686,Сотрудник_1055
Проект_90,Сотрудник_1120,Аналитик,97052,330818,Сотрудник_1813
Проект_40,Сотрудник_1121,Тестировщик,106060,737713,Сотрудник_177
Проект_59,Сотрудник_1122,Разработчик,76564,370986,Сотрудник_975
Проект_44,Сотрудник_1123,Менеджер,54837,197088,Сотрудник_98
Проект_89,Сотрудник_1124,Менеджер,116888,958441,Сотрудник_1005
Проект_26,Сотрудник_1125,Разработчик,84284,746774,Сотрудник_1402
Проект_27,Сотрудник_1126,Разработчик,100986,934999,Сотрудник_1329
Проект_53,Сотрудник_1127,Разработчик,107191,615729,Сотрудник_447
Проект_63,Сотрудник_1128,Менеджер,102246,897233,Сотрудник_439
Проект_30,Сотрудник_1129,Аналитик,64702,968469,Сотрудник_595
Проект_64,Сотрудник_1130,Разработчик,69086,983604,Сотрудник_1956
Проект_38,Сотрудник_1131,Менеджер,83416,761423,Сотрудник_1625
Проект_23,Сотрудник_1132,Менеджер,111373,598870,Сотрудник_174
Проект_66,Сотрудник_1133,Аналитик,67466,734011,Сотрудник_341
Проект_89,Сотрудник_1134,Менеджер,66978,958441,Сотрудник_1005
Проект_52,Сотрудник_1135,Тестировщик,90252,987200,Сотрудник_560
Проект_84,Сотрудник_1136,Разработчик,118224,434635,Сотрудник_204
Проект_51,Сотрудник_1137,Аналитик,106192,397245,Сотрудник_1439
Проект_25,Сотрудник_1138,Аналитик,95512,227148,Сотрудник_645
Проект_78,Сотрудник_1139,Аналитик,95480,724686,Сотрудник_1055
Проект_15,Сотрудник_1140,Тестировщик,50073,427206,Сотрудник_435
Проект_48,Сотрудник_1141,Тестировщик,109721,323540,Сотрудник_1602
Проект_73,Сотрудник_1142,Менеджер,119352,678024,Сотрудник_1570
Проект_2,Сотрудник_1143,Тестировщик,75549,123416,Сотрудник_1839
Проект_49,Сотрудник_1144,Аналитик,113696,260437,Сотрудник_1238
Проект_86,Сотрудник_1145,Тестировщик,103101,418678,Сотрудник_1417
Проект_74,Сотрудник_1146,Аналитик,72122,796598,Сотрудник_719
Проект_22,Сотрудник_1147,Аналитик,84172,946640,Сотрудник_1784
Проект_48,Сотрудник_1148,Аналитик,100074,323540,Сотрудник_1602
Проект_16,Сотрудник_1149,Тестировщик,51612,382253,Сотрудник_1327
Проект_32,Сотрудник_1150,Тестировщик,117263,436121,Сотрудник_1750
Проект_21,Сотрудник_1151,Аналитик,78836,931791,Сотрудник_1868
Проект_52,Сотрудник_1152,Менеджер,89482,987200,Сотрудник_560
Проект_25,Сотрудник_1153,Разработчик,101004,227148,Сотрудник_645
Проект_7,Сотрудник_1154,Менеджер,71543,369831,Сотрудник_1148
Проект_54,Сотрудник_1155,Менеджер,60808,179402,Сотрудник_1709
Проект_41,Сотрудник_1156,Менеджер,51342,939334,Сотрудник_1926
Проект_79,Сотрудник_1157,Разработчик,110699,394683,Сотрудник_1357
Проект_70,Сотрудник_1158,Менеджер,87506,189200,Сотрудник_1192
Проект_23,Сотрудник_1159,Менеджер,56544,598870,Сотрудник_174
Проект_5,Сотрудник_1160,Аналитик,113882,130151,Сотрудник_1073
Проект_4,Сотрудник_1161,Тестировщик,86831,690245,Сотрудник_822
Проект_34,Сотрудник_1162,Менеджер,63629,507683,Сотрудник_301
Проект_3,Сотрудник_1163,Аналитик,101756,708634,Сотрудник_893
Проект_46,Сотрудник_1164,Тестировщик,53944,113218,Сотрудник_1227
Проект_3,Сотрудник_1165,Разработчик,96847,708634,Сотрудник_893
Проект_5,Сотрудник_1166,Аналитик,101240,130151,Сотрудник_1073
Проект_62,Сотрудник_1167,Разработчик,100992,809822,Сотрудник_1546
Проект_52,Сотрудник_1168,Разработчик,72578,987200,Сотрудник_560
Проект_33,Сотрудник_1169,Тестировщик,62339,157767,Сотрудник_587
Проект_87,Сотрудник_1170,Менеджер,118053,689437,Сотрудник_867
Проект_8,Сотрудник_1171,Тестировщик,74930,282968,Сотрудник_895
Проект_42,Сотрудник_1172,Тестировщик,98671,658637,Сотрудник_1166
Проект_52,Сотрудник_1173,Тестировщик,116604,987200,Сотрудник_560
Проект_57,Сотрудник_1174,Менеджер,58215,709320,Сотрудник_891
Проект_65,Сотрудник_1175,Аналитик,118169,754662,Сотрудник_750
Проект_39,Сотрудник_1176,Аналитик,75993,565795,Сотрудник_843
Проект_74,Сотрудник_1177,Аналитик,68222,796598,Сотрудник_719
Проект_25,Сотрудник_1178,Тестировщик,57573,227148,Сотрудник_645
Проект_72,Сотрудник_1179,Тестировщик,56625,109137,Сотрудник_727
Проект_29,Сотрудник_1180,Аналитик,62548,626671,Сотрудник_1990
Проект_68,Сотрудник_1181,Аналитик,97483,715849,Сотрудник_1178
Проект_94,Сотрудник_1182,Тестировщик,61891,264355,Сотрудник_1535
Проект_86,Сотрудник_1183,Аналитик,111965,418678,Сотрудник_1417
Проект_25,Сотрудник_1184,Тестировщик,101647,227148,Сотрудник_645
Проект_95,Сотрудник_1185,Аналитик,80458,171383,Сотрудник_922
Проект_83,Сотрудник_1186,Разработчик,69977,701270,Сотрудник_106
Проект_44,Сотрудник_1187,Тестировщик,106622,197088,Сотрудник_98
Проект_65,Сотрудник_1188,Тестировщик,62598,754662,Сотрудник_750
Проект_70,Сотрудник_1189,Менеджер,71403,189200,Сотрудник_1192
Проект_18,Сотрудник_1190,Тестировщик,92250,661734,Сотрудник_945
Проект_11,Сотрудник_1191,Аналитик,107601,274639,Сотрудник_774
Проект_9,Сотрудник_1192,Менеджер,102238,969563,Сотрудник_1959
Проект_43,Сотрудник_1193,Тестировщик,51040,986278,Сотрудник_1908
Проект_94,Сотрудник_1194,Менеджер,118130,264355,Сотрудник_1535
Проект_59,Сотрудник_1195,Разработчик,112585,370986,Сотрудник_975
Проект_14,Сотрудник_1196,Разработчик,64218,694452,Сотрудник_145
Проект_3,Сотрудник_1197,Менеджер,87052,708634,Сотрудник_893
Проект_96,Сотрудник_1198,Разработчик,92616,346560,Сотрудник_670
Проект_35,Сотрудник_1199,Разработчик,106141,122173,Сотрудник_716
Проект_62,Сотрудник_1200,Аналитик,116669,809822,Сотрудник_1546
Проект_71,Сотрудник_1201,Менеджер,77564,139145,Сотрудник_313
Проект_70,Сотрудник_1202,Менеджер,61763,189200,Сотрудник_1192
Проект_47,Сотрудник_1203,Разработчик,86253,548656,Сотрудник_1883
Проект_31,Сотрудник_1204,Разработчик,75828,558898,Сотрудник_88
Проект_88,Сотрудник_1205,Тестировщик,80408,281410,Сотрудник_1232
Проект_54,Сотрудник_1206,Тестировщик,63805,179402,Сотрудник_1709
Проект_40,Сотрудник_1207,Разработчик,111874,737713,Сотрудник_177
Проект_74,Сотрудник_1208,Разработчик,58059,796598,Сотрудник_719
Проект_18,Сотрудник_1209,Аналитик,78039,661734,Сотрудник_945
Проект_70,Сотрудник_1210,Разработчик,77560,189200,Сотрудник_1192
Проект_49,Сотрудник_1211,Тестировщик,79141,260437,Сотрудник_1238
Проект_39,Сотрудник_1212,Тестировщик,104983,565795,Сотрудник_843
Проект_71,Сотрудник_1213,Тестировщик,116139,139145,Сотрудник_313
Проект_18,Сотрудник_1214,Менеджер,87038,661734,Сотрудник_945
Проект_68,Сотрудник_1215,Аналитик,50021,715849,Сотрудник_1178
Проект_59,Сотрудник_1216,Аналитик,111222,370986,Сотрудник_975
Проект_98,Сотрудник_1217,Аналитик,108866,171475,Сотрудник_140
Проект_65,Сотрудник_1218,Менеджер,59910,754662,Сотрудник_750
Проект_34,Сотрудник_1219,Менеджер,61521,507683,Сотрудник_301
Проект_43,Сотрудник_1220,Аналитик,80886,986278,Сотрудник_1908
Проект_79,Сотрудник_1221,Разработчик,104935,394683,Сотрудник_1357
Проект_66,Сотрудник_1222,Менеджер,64619,734011,Сотрудник_341
Проект_71,Сотрудник_1223,Разработчик,67890,139145,Сотрудник_313
Проект_79,Сотрудник_1224,Менеджер,114186,394683,Сотрудник_1357
Проект_63,Сотрудник_1225,Разработчик,89175,897233,Сотрудник_439
Проект_96,Сотрудник_1226,Разработчик,119410,346560,Сотрудник_670
Проект_60,Сотрудник_1227,Тестировщик,51155,573992,Сотрудник_1225
Проект_97,Сотрудник_1228,Менеджер,68422,252742,Сотрудник_219
Проект_61,Сотрудник_1229,Менеджер,96796,929971,Сотрудник_1743
Проект_22,Сотрудник_1230,Разработчик,89474,946640,Сотрудник_1784
Проект_81,Сотрудник_1231,Аналитик,82300,522430,Сотрудник_501
Проект_36,Сотрудник_1232,Разработчик,50362,893845,Сотрудник_92
Проект_48,Сотрудник_1233,Разработчик,104276,323540,Сотрудник_1602
Проект_82,Сотрудник_1234,Менеджер,54467,748233,Сотрудник_1862
Проект_51,Сотрудник_1235,Менеджер,70284,397245,Сотрудник_1439
Проект_68,Сотрудник_1236,Тестировщик,111994,715849,Сотрудник_1178
Проект_46,Сотрудник_1237,Разработчик,76439,113218,Сотрудник_1227
Проект_69,Сотрудник_1238,Разработчик,105029,311255,Сотрудник_1267
Проект_37,Сотрудник_1239,Менеджер,60397,290345,Сотрудник_954
Проект_30,Сотрудник_1240,Разработчик,69091,968469,Сотрудник_595
Проект_80,Сотрудник_1241,Разработчик,55013,297013,Сотрудник_859
Проект_14,Сотрудник_1242,Аналитик,92774,694452,Сотрудник_145
Проект_13,Сотрудник_1243,Разработчик,68257,672979,Сотрудник_545
Проект_16,Сотрудник_1244,Аналитик,60209,382253,Сотрудник_1327
Проект_3,Сотрудник_1245,Аналитик,112782,708634,Сотрудник_893
Проект_81,Сотрудник_1246,Аналитик,97821,522430,Сотрудник_501
Проект_13,Сотрудник_1247,Разработчик,87481,672979,Сотрудник_545
Проект_65,Сотрудник_1248,Аналитик,94195,754662,Сотрудник_750
Проект_63,Сотрудник_1249,Аналитик,112324,897233,Сотрудник_439
Проект_1,Сотрудник_1250,Разработчик,116804,468446,Сотрудник_320
Проект_59,Сотрудник_1251,Разработчик,60790,370986,Сотрудник_975
Проект_29,Сотрудник_1252,Аналитик,100477,626671,Сотрудник_1990
Проект_59,Сотрудник_1253,Аналитик,112558,370986,Сотрудник_975
Проект_14,Сотрудник_1254,Тестировщик,106048,694452,Сотрудник_145
Проект_43,Сотрудник_1255,Менеджер,77954,986278,Сотрудник_1908
Проект_32,Сотрудник_1256,Аналитик,68499,436121,Сотрудник_1750
Проект_30,Сотрудник_1257,Менеджер,117660,968469,Сотрудник_595
Проект_17,Сотрудник_1258,Аналитик,81454,217276,Сотрудник_472
Проект_36,Сотрудник_1259,Тестировщик,71716,893845,Сотрудник_92
Проект_16,Сотрудник_1260,Менеджер,117864,382253,Сотрудник_1327
Проект_30,Сотрудник_1261,Разработчик,83599,968469,Сотрудник_595
Проект_68,Сотрудник_1262,Аналитик,77036,715849,Сотрудник_1178
Проект_21,Сотрудник_1263,Менеджер,72670,931791,Сотрудник_1868
Проект_36,Сотрудник_1264,Аналитик,64297,893845,Сотрудник_92
Проект_40,Сотрудник_1265,Менеджер,117499,737713,Сотрудник_177
Проект_77,Сотрудник_1266,Аналитик,104045,312092,Сотрудник_36
Проект_20,Сотрудник_1267,Тестировщик,56733,264373,Сотрудник_1566
Проект_23,Сотрудник_1268,Аналитик,69327,598870,Сотрудник_174
Проект_87,Сотрудник_1269,Аналитик,91670,689437,Сотрудник_867
Проект_50,Сотрудник_1270,Аналитик,68037,474629,Сотрудник_616
Проект_9,Сотрудник_1271,Аналитик,64570,969563,Сотрудник_1959
Проект_13,Сотрудник_1272,Менеджер,106495,672979,Сотрудник_545
Проект_51,Сотрудник_1273,Разработчик,62401,397245,Сотрудник_1439
Проект_87,Сотрудник_1274,Разработчик,67105,689437,Сотрудник_867
Проект_6,Сотрудник_1275,Аналитик,107504,216367,Сотрудник_473
Проект_85,Сотрудник_1276,Аналитик,51163,388154,Сотрудник_826
Проект_44,Сотрудник_1277,Аналитик,96325,197088,Сотрудник_98
Проект_18,Сотрудник_1278,Аналитик,75113,661734,Сотрудник_945
Проект_21,Сотрудник_1279,Разработчик,62854,931791,Сотрудник_1868
Проект_76,Сотрудник_1280,Тестировщик,101749,743261,Сотрудник_1590
Проект_25,Сотрудник_1281,Тестировщик,109028,227148,Сотрудник_645
Проект_57,Сотрудник_1282,Разработчик,63502,709320,Сотрудник_891
Проект_55,Сотрудник_1283,Аналитик,65059,820056,Сотрудник_1643
Проект_38,Сотрудник_1284,Разработчик,59129,761423,Сотрудник_1625
Проект_9,Сотрудник_1285,Аналитик,101024,969563,Сотрудник_1959
Проект_79,Сотрудник_1286,Аналитик,99209,394683,Сотрудник_1357
Проект_41,Сотрудник_1287,Тестировщик,73613,939334,Сотрудник_1926
Проект_15,Сотрудник_1288,Аналитик,96345,427206,Сотрудник_435
Проект_16,Сотрудник_1289,Тестировщик,67836,382253,Сотрудник_1327
Проект_48,Сотрудник_1290,Тестировщик,118894,323540,Сотрудник_1602
Проект_59,Сотрудник_1291,Разработчик,69573,370986,Сотрудник_975
Проект_10,Сотрудник_1292,Менеджер,74090,501205,Сотрудник_1908
Проект_22,Сотрудник_1293,Тестировщик,64889,946640,Сотрудник_1784
Проект_64,Сотрудник_1294,Разработчик,70672,983604,Сотрудник_1956
Проект_18,Сотрудник_1295,Аналитик,103446,661734,Сотрудник_945
Проект_39,Сотрудник_1296,Аналитик,118958,565795,Сотрудник_843
Проект_65,Сотрудник_1297,Аналитик,93104,754662,Сотрудник_750
Проект_34,Сотрудник_1298,Разработчик,92515,507683,Сотрудник_301
Проект_74,Сотрудник_1299,Тестировщик,115422,796598,Сотрудник_719
Проект_37,Сотрудник_1300,Аналитик,63941,290345,Сотрудник_954
Проект_82,Сотрудник_1301,Аналитик,102918,748233,Сотрудник_1862
Проект_38,Сотрудник_1302,Аналитик,104175,761423,Сотрудник_1625
Проект_73,Сотрудник_1303,Менеджер,69067,678024,Сотрудник_1570
Проект_60,Сотрудник_1304,Тестировщик,102727,573992,Сотрудник_1225
Проект_92,Сотрудник_1305,Менеджер,81752,585814,Сотрудник_1280
Проект_75,Сотрудник_1306,Тестировщик,84390,584352,Сотрудник_213
Проект_93,Сотрудник_1307,Тестировщик,76257,320306,Сотрудник_1772
Проект_7,Сотрудник_1308,Аналитик,56506,369831,Сотрудник_1148
Проект_43,Сотрудник_1309,Разработчик,54962,986278,Сотрудник_1908
Проект_16,Сотрудник_1310,Аналитик,64350,382253,Сотрудник_1327
Проект_85,Сотрудник_1311,Аналитик,75690,388154,Сотрудник_826
Проект_74,Сотрудник_1312,Тестировщик,109804,796598,Сотрудник_719
Проект_14,Сотрудник_1313,Аналитик,112204,694452,Сотрудник_145
Проект_49,Сотрудник_1314,Тестировщик,81378,260437,Сотрудник_1238
Проект_6,Сотрудник_1315,Аналитик,106166,216367,Сотрудник_473
Проект_85,Сотрудник_1316,Разработчик,111281,388154,Сотрудник_826
Проект_33,Сотрудник_1317,Разработчик,104517,157767,Сотрудник_587
Проект_36,Сотрудник_1318,Аналитик,115186,893845,Сотрудник_92
Проект_7,Сотрудник_1319,Разработчик,58683,369831,Сотрудник_1148
Проект_70,Сотрудник_1320,Разработчик,55213,189200,Сотрудник_1192
Проект_85,Сотрудник_1321,Тестировщик,90140,388154,Сотрудник_826
Проект_78,Сотрудник_1322,Разработчик,60692,724686,Сотрудник_1055
Проект_15,Сотрудник_1323,Менеджер,116960,427206,Сотрудник_435
Проект_17,Сотрудник_1324,Разработчик,62515,217276,Сотрудник_472
Проект_56,Сотрудник_1325,Аналитик,50630,652383,Сотрудник_203
Проект_11,Сотрудник_1326,Разработчик,61104,274639,Сотрудник_774
Проект_49,Сотрудник_1327,Тестировщик,119178,260437,Сотрудник_1238
Проект_87,Сотрудник_1328,Разработчик,72414,689437,Сотрудник_867
Проект_15,Сотрудник_1329,Аналитик,52628,427206,Сотрудник_435
Проект_44,Сотрудник_1330,Тестировщик,109552,197088,Сотрудник_98
Проект_97,Сотрудник_1331,Тестировщик,80057,252742,Сотрудник_219
Проект_59,Сотрудник_1332,Менеджер,105851,370986,Сотрудник_975
Проект_40,Сотрудник_1333,Аналитик,109584,737713,Сотрудник_177
Проект_48,Сотрудник_1334,Аналитик,52035,323540,Сотрудник_1602
Проект_3,Сотрудник_1335,Тестировщик,81189,708634,Сотрудник_893
Проект_1,Сотрудник_1336,Аналитик,77336,468446,Сотрудник_320
Проект_59,Сотрудник_1337,Аналитик,103004,370986,Сотрудник_975
Проект_8,Сотрудник_1338,Аналитик,109965,282968,Сотрудник_895
Проект_72,Сотрудник_1339,Разработчик,113377,109137,Сотрудник_727
Проект_6,Сотрудник_1340,Менеджер,59911,216367,Сотрудник_473
Проект_24,Сотрудник_1341,Менеджер,59352,962628,Сотрудник_243
Проект_87,Сотрудник_1342,Аналитик,71607,689437,Сотрудник_867
Проект_63,Сотрудник_1343,Аналитик,96020,897233,Сотрудник_439
Проект_4,Сотрудник_1344,Разработчик,78092,690245,Сотрудник_822
Проект_25,Сотрудник_1345,Разработчик,97517,227148,Сотрудник_645
Проект_68,Сотрудник_1346,Менеджер,63249,715849,Сотрудник_1178
Проект_18,Сотрудник_1347,Тестировщик,118834,661734,Сотрудник_945
Проект_77,Сотрудник_1348,Аналитик,98145,312092,Сотрудник_36
Проект_91,Сотрудник_1349,Тестировщик,55230,552717,Сотрудник_172
Проект_58,Сотрудник_1350,Тестировщик,92490,988343,Сотрудник_1875
Проект_90,Сотрудник_1351,Аналитик,60478,330818,Сотрудник_1813
Проект_91,Сотрудник_1352,Тестировщик,50424,552717,Сотрудник_172
Проект_66,Сотрудник_1353,Аналитик,54984,734011,Сотрудник_341
Проект_48,Сотрудник_1354,Разработчик,110174,323540,Сотрудник_1602
Проект_98,Сотрудник_1355,Тестировщик,81862,171475,Сотрудник_140
Проект_17,Сотрудник_1356,Тестировщик,66134,217276,Сотрудник_472
Проект_43,Сотрудник_1357,Разработчик,54799,986278,Сотрудник_1908
Проект_77,Сотрудник_1358,Аналитик,60018,312092,Сотрудник_36
Проект_46,Сотрудник_1359,Тестировщик,68953,113218,Сотрудник_1227
Проект_4,Сотрудник_1360,Разработчик,113756,690245,Сотрудник_822
Проект_92,Сотрудник_1361,Тестировщик,89260,585814,Сотрудник_1280
Проект_46,Сотрудник_1362,Менеджер,108175,113218,Сотрудник_1227
Проект_69,Сотрудник_1363,Тестировщик,86383,311255,Сотрудник_1267
Проект_3,Сотрудник_1364,Разработчик,85487,708634,Сотрудник_893
Проект_78,Сотрудник_1365,Разработчик,64886,724686,Сотрудник_1055
Проект_51,Сотрудник_1366,Тестировщик,109338,397245,Сотрудник_1439
Проект_7,Сотрудник_1367,Разработчик,96897,369831,Сотрудник_1148
Проект_62,Сотрудник_1368,Разработчик,61182,809822,Сотрудник_1546
Проект_34,Сотрудник_1369,Тестировщик,99371,507683,Сотрудник_301
Проект_7,Сотрудник_1370,Тестировщик,62777,369831,Сотрудник_1148
Проект_18,Сотрудник_1371,Аналитик,110968,661734,Сотрудник_945
Проект_24,Сотрудник_1372,Менеджер,107885,962628,Сотрудник_243
Проект_55,Сотрудник_1373,Разработчик,86596,820056,Сотрудник_1643
Проект_32,Сотрудник_1374,Аналитик,79035,436121,Сотрудник_1750
Проект_32,Сотрудник_1375,Разработчик,96356,436121,Сотрудник_1750
Проект_78,Сотрудник_1376,Аналитик,108582,724686,Сотрудник_1055
Проект_24,Сотрудник_1377,Тестировщик,105884,962628,Сотрудник_243
Проект_1,Сотрудник_1378,Тестировщик,109093,468446,Сотрудник_320
Проект_11,Сотрудник_1379,Тестировщик,111459,274639,Сотрудник_774
Проект_32,Сотрудник_1380,Тестировщик,83519,436121,Сотрудник_1750
Проект_9,Сотрудник_1381,Менеджер,112274,969563,Сотрудник_1959
Проект_68,Сотрудник_1382,Менеджер,97867,715849,Сотрудник_1178
